Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Fault_Type
-0.36306636175515566,1.5474778153893556,0.8212343846492699,0.3615513025795733,-1.1772981638187119,-1.1960337114968433,-1.5320066929703462,1.3026617342433382,0.3376599108241139,0.7618951616010722,2
-1.6035196206861817,1.6129619242173983,1.1674030430983315,-1.0111885560843692,-1.0871520890956203,-1.1016434202098555,-0.6707749702185346,0.12157519820332868,-0.25271376628180864,-0.6908735216252524,1
0.4686068362427247,-1.219937533965369,-0.6945845488526392,-0.4638871296099547,-0.12916562239457585,0.9706442238006049,-1.0366271662264135,0.08517605659538488,0.3072968874412689,-1.5439680830971174,0
0.4535091082051459,-1.1140802091564044,-1.4771979542429492,1.6060414013642323,1.6508249570961686,1.0506104512789516,-0.6694751167047326,-1.3558542424730402,0.6277272396296691,-0.17185087496225063,1
-1.2479704660310946,-0.006552521634755447,-1.58286975049336,1.4654514082379992,-0.8183345800776638,0.5482684218742199,-0.6446438692991479,0.10535639702174662,0.14779691366884376,-1.0616069832596862,2
1.7222936356470797,0.9484952653406244,1.5363429734996683,1.4139520762371938,0.36627169447911273,1.4413846397450327,-1.4256155396829926,-1.015764035351025,-1.6022909810024655,-0.5720252029390775,2
-0.3135220165695423,-0.770123890383555,1.1546343316561256,-0.4980298483647888,-0.7409448855802289,0.13562944484840816,-1.2421734116758572,1.0813361128362537,-1.4999576034167121,1.7336095569122205,2
1.0307073079439097,-1.0179069059369663,-1.6823498278323306,1.1319347300209177,0.7468790881537323,0.7772188026634155,0.9632096560883778,-1.4375896444274092,-0.5091436324240457,-1.302032557635632,2
1.3491255186962539,0.4305230274010057,-0.5610317559822846,-1.5398632589150738,-0.6359825508369593,-0.6134074297893087,0.8174398191019013,0.5117922353262567,1.3360909343607392,-0.06010797084725513,1
-1.256535534060941,0.7373690516884959,0.9204549710623474,0.22872135503029736,0.9708261120321979,-0.03276650399520855,0.09365495671412247,-0.21472587334267207,-1.6714180012295399,-1.3298359333474026,0
-1.5655139164541163,0.47525456419062184,-0.6180393345740327,0.04143506520804286,1.4479916642540802,-0.8747494619826068,-0.29942207285265376,0.9199723312046458,-0.9616607402010189,-1.4375677099261261,1
-0.6602120198047863,-1.1458161108741713,1.5025655410882333,1.1058491875732595,0.49029268462711706,1.2677779107873064,1.0765731316728733,-1.0483261138099706,1.3547484320920622,0.17384188843501627,0
1.1540511060651288,1.361135684383023,-0.6054692557056413,-1.3746538831803385,-0.9260810016814082,-0.26241568331123943,1.1267536950631885,1.2838236873894162,-1.7358645869357796,0.07418377072899023,2
-0.2128234373424641,-0.9381064805265387,-1.2882974416261443,-0.5660350026197677,1.5714518327765665,-0.6202271912273747,0.07986241056147961,0.7382457128494934,-0.4911226162366724,1.680966629852177,0
1.6972805347226432,-0.8368742856477539,0.012249166851550402,-0.6965750625788669,-0.7273005885459856,-1.6061979875961963,0.39745111471832545,0.045201958065865154,-1.580474471224484,-0.734726239310542,2
1.5073993725791361,-0.8785632457664451,-1.2020401762681379,-0.0264982240415184,1.7207528509421173,-0.8996709797013184,0.6163681348540488,0.9409652496827783,-0.9308128558145937,0.8320995519398857,1
-0.38674652074057647,0.46125210701787805,0.4819046460759451,0.13810121229328934,-1.4069007614877769,1.1432622454534174,-0.6129143260626061,-1.0485044374991437,-1.6178281963044432,0.35350465304209533,0
0.6988956009467557,-1.639221885710258,0.06340681093944145,-0.9608845356702088,0.5314040066279272,-1.1327673680473227,0.6821510937252185,-0.3558865265369367,1.508897459678794,-1.2265721399515348,1
-0.48037667263162415,-1.3087038946497331,1.4853205217280399,1.3518105626612704,-0.8212630988334824,0.5395276285145078,1.123980756574965,0.22689262947019018,0.08826154207273934,-0.8629600506810439,2
-1.3493760996682034,1.3649716853464344,1.4016615146036464,0.4839403030637432,-0.5380077677790414,-0.5306695294813396,0.8046678682039284,1.409673322169005,1.3356501055558943,1.0121404430517034,1
0.5743696154374565,-1.4087730364342803,-1.1443716181353372,1.427194951320773,0.3960652860467971,-1.7015521767236288,-1.3802059530108945,0.6015423566390772,-1.7424622640869536,-1.1454126994625116,2
0.24740311885978658,0.6645365903303725,0.5454238809219081,-0.9687960163547265,0.7654693498035119,-0.9162217743975819,-0.5967516807156223,0.8886316419439904,0.5069788485860829,1.2538292808876539,2
0.6289747868754532,0.2429305521848142,-1.3785560988917622,-0.4590759949248576,-0.7959000468369631,-0.8930096884256049,1.6690352709891179,-0.33387690285598687,1.3529600945897762,0.49376754876360857,2
1.109792732797499,0.01889731143384633,0.2867593981648163,-0.015607347930446441,-1.0402805642227564,0.7546455236452707,-0.7528887095048796,-1.6096180254287673,0.49245907158697844,-1.0885953304906435,1
1.620220118619304,1.5584430490957466,1.4514468058440806,-0.4503954508427999,-1.668306234300552,1.4635766203581508,-0.23714117753261943,1.6502515283911514,1.6027388142240115,1.2670242770761986,1
-0.6437496349596616,-0.38207907319838624,1.2318268494715878,-0.6395657030114156,-1.1302307218172156,0.1842026842491316,1.54008847229154,0.7140678313314,0.22928743678559368,-1.3671792570620807,0
0.4796613332162284,1.681681603799345,-1.218619463806384,0.07611237091768837,1.3425207579337213,0.8177210678572757,0.7034161165498521,0.7363953992143486,-0.5055650866996236,-0.682639105137251,0
1.1607833372692167,1.0678287590919737,1.286744649512035,1.4793811958219585,0.06391072148236084,-0.006179154767265378,1.057761054865156,0.5547103843871473,0.6896152759295785,1.0676142650581213,1
1.4434044818967597,-0.5427658270120548,-0.4070375115499857,-1.4317566588106911,0.29773612249140596,-1.6094511085882683,-0.10624179995595531,0.18345655692710122,-0.7601474708544843,0.35329664919141357,1
-1.5687694131763765,-1.5683995355979166,1.1334850360662168,-0.4858157601176882,-1.2784540383239649,0.06519716944889765,0.9587425564084523,-0.9471370970037704,0.4136524705059636,-1.4084053890104073,1
-1.4945380033804518,0.11686495654641697,0.16176913782987742,0.49932091382487664,0.8140668248785529,1.6272652091803994,0.07114972606275148,-0.5765192711855842,1.0149343839311156,-0.7619600706954957,1
-0.1372639932562146,-1.4281621392636086,-1.6140159516206554,1.6549461462610757,1.1979278398729152,0.663464986803088,-0.3044251188462592,-1.0942513949847166,-1.2141883981855208,-0.8337173893671463,2
0.24913042245030506,0.7419783451029396,0.573807380916296,-0.7709985379076336,1.6132147820313103,0.80783194698678,0.20428768319505222,0.42241424421569806,-0.29579550353534095,-0.8424718086819747,2
-0.4281367833099493,0.8895229910833502,-1.651777099625824,-1.3532599863971744,-1.5616035515946376,-1.5929680004432414,1.257764849612382,0.7404558862204588,-0.1053426063891137,-1.364887178642655,2
0.047230843128287195,-0.08059791343643456,-1.1044879375803753,-0.22407014650255538,-0.3302512460487827,0.3875459503367984,0.4867701749244601,-1.5370132683495223,-0.45279382513605076,0.4753703658039927,1
0.08760454033746524,1.2260383932167935,0.5686251393468645,-1.1867422120150584,-1.4757897900579173,0.4790407921142938,-1.6424682584807035,0.33266112293625305,1.5211127291392075,0.2997676924487054,2
-0.3153000945043055,0.4987176675374591,-0.12213843602014388,0.17307396044896037,1.566404557893777,-0.4036228927576697,1.627680835771614,1.43817959709394,-1.0768495022791464,-1.4641198287776447,2
-1.3224779015991086,-1.6336476331903769,-1.3759087344367174,0.661272897090422,-1.4736243657506465,-0.6347845204491938,1.2207303044165958,-1.6132296815421672,1.0822261946994853,-0.7235447436853037,0
-1.2615449942482313,0.6810545858088419,0.46609728802376743,1.3522819546821012,0.8454345442504607,1.0336800507224795,-0.7484726327594565,-1.0799116609019264,0.859387845854597,1.1060977142426611,0
1.7956105100309225,-0.28819691359131244,-0.41932283914956103,0.993180653152027,-0.531811747331399,1.4719748560196528,1.2680935574851724,-0.20969942256959606,0.8602823443739885,0.9238518701854739,2
-1.3142567045560876,1.3831789524142493,0.039832279184502606,1.1710078394951506,-0.6043089366060569,1.3506411106306806,-0.3735285929496163,-1.6562440861332264,1.3994983814937667,-1.387706248477654,2
-0.5566100262788276,1.5452524104888343,1.5746243309545374,0.2719329198038015,0.4848204675047519,-0.18893609057957478,-0.7093706228205313,-0.5567731135591221,0.5868454384501635,0.9162948285878938,2
1.0984651342396277,0.9979108040515053,-1.3870636692579998,-0.008846646876762156,-1.5212359825959074,0.1591591840017328,-0.1904464807105926,1.3771345123963779,-0.5354943101262677,-1.2978574786616155,1
